Text,Label,reads,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"Thanks <redacted>. Does this mean that we can assume that there is no overfitting in Table2 for the whole homework,  including question 10?",1,246,23,47.75,80.77,27.39,93.61,11.5,21.74,82.61,56.52,17.39,4.35,0,4.35,0,0,0,13.04,4.35,13.04,13.04,4.35,0,4.35,17.39,4.35,0,0,4.35,4.35,4.35,4.35,0,0,0,0,8.7,0,0,0,0,13.04,13.04,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,21.74,0,4.35,0,4.35,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,21.74,4.35,4.35,0,0,4.35,0,0,0,0,0,8.7
"Hi, How can I know the value of e or use this equation?????",0,99,13,24.14,22.08,63.54,99,13,7.69,84.62,53.85,15.38,7.69,7.69,0,0,0,0,7.69,7.69,7.69,7.69,7.69,15.38,0,15.38,0,0,7.69,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,30.77,7.69,15.38,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.15,0,7.69,0,0,38.46,0,0,0,0,0,0
"Hello,I was just wondering if staff could inform us of how long we will have access to the course following the final. Will we have any time after August 16 to still access course content? For example, I really want to go through the R modules, but have not had time yet. If there will be any sort of extension past August 16, that would be great. Otherwise, I will modify my schedule.Thanks!",0,104,75,27.47,34.44,82.75,75.29,15,12,90.67,57.33,10.67,9.33,5.33,4,0,0,0,1.33,4,10.67,17.33,8,6.67,1.33,25.33,4,1.33,1.33,2.67,2.67,2.67,2.67,0,0,0,0,6.67,0,0,0,0,20,2.67,1.33,6.67,8,0,8,0,0,0,0,0,0,0,0,0,10.67,5.33,0,1.33,4,0,4,12,5.33,17.33,2.67,1.33,13.33,5.33,0,0,0,0,0,1.33,0,1.33,0,0,0,14.67,5.33,6.67,0,0,1.33,1.33,0,0,0,0,0
Can we assume this is the Composite measure?,0,246,8,11.86,99,7.84,25.77,8,25,75,62.5,25,12.5,0,12.5,0,0,0,12.5,12.5,0,25,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0
"Is there any kind of guidance what variable should include in model or we can only go and search by trail and error method. Profesor <redacted> at Obama ratings looked at beta coefficients of variables and elected influenced ones, and that was criteria for putting some variable in regression equation. I am wondering does next kind of thinking could be guiding for selecting variables for multiple linear regression? If, for example we have 10 diferent variables, and we want to choose few most influenced and make linear regression model, could we at beginning look at the correlation between variables and observed outcome, and correlation between variables its self. Those variables that are higly correlated with outcome and have low correlation with others variables, will certainly be in the model. Others that are correlated with outcome, but also correlated with other variables (colinear), will be chosen by the beta coefficients. Just like et the end of video politics and Obama. Help, is this kind of thinking have any sence?Thanks :)",0,93,167,66.54,57.14,21.02,47.95,20.88,31.74,79.64,46.71,8.98,2.99,0.6,2.4,0,0,0,5.99,2.4,13.77,11.38,2.4,8.38,0,16.17,2.4,1.2,0.6,0.6,3.59,2.4,1.8,0.6,0,0,0.6,3.59,0,0,0,0,26.35,5.99,3.59,2.99,11.98,0.6,3.59,2.4,2.4,0,0,0,0,0,0,0,5.39,2.99,0,2.99,0,0,1.2,11.38,1.2,8.98,1.2,5.99,1.8,0.6,0.6,0,0,0,0,0.6,0,0.6,0,0,0,12.57,3.59,5.39,0,0,1.2,0,0,0,0,1.2,1.2
"I'm a bit confused, because if something was say a perfect correlation, the residual would be very small if not zero.  In that case wouldn't plotting this show a non-normal curve?  thanks.",0,104,33,25.19,6.5,2.4,80.64,11,24.24,84.85,54.55,12.12,3.03,3.03,0,0,0,0,9.09,12.12,3.03,15.15,3.03,9.09,6.06,21.21,9.09,0,0,3.03,3.03,9.09,6.06,3.03,3.03,0,0,3.03,0,0,0,0,30.3,3.03,3.03,12.12,12.12,3.03,9.09,6.06,3.03,3.03,0,0,0,0,0,0,6.06,0,0,3.03,3.03,0,3.03,15.15,0,6.06,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,24.24,6.06,6.06,0,0,3.03,0,3.03,0,6.06,0,0
"Yes, first do no harm, but look at your interval! you are basically going for 1 - 9! Statistically not significant, but clinically very significant!",1,327,24,18.82,33.83,91.31,1,8,25,79.17,50,8.33,8.33,0,0,8.33,0,0,0,0,8.33,8.33,8.33,8.33,8.33,16.67,0,0,0,12.5,0,4.17,0,4.17,0,0,0,8.33,0,0,0,0,12.5,0,0,0,0,0,12.5,4.17,4.17,0,0,4.17,0,4.17,0,0,4.17,0,4.17,0,0,0,0,12.5,4.17,16.67,4.17,4.17,8.33,0,0,0,0,0,0,4.17,0,0,4.17,0,0,29.17,0,12.5,0,0,0,12.5,4.17,0,0,0,0
"a scientific calculator should have e. If you want to know its value you can press e and enter. Or youcan go to Microsoft Excel and enter \=EXP(1)\"" and you should get it's value. EXP is e to the power of a number (1) - in this case 1.""",1,99,49,57.33,79.29,1,99,12.25,6.12,73.47,48.98,12.24,6.12,0,0,6.12,0,0,6.12,6.12,10.2,12.24,0,10.2,0,22.45,0,0,0,6.12,0,6.12,6.12,0,0,0,0,6.12,0,0,0,0,12.24,2.04,0,8.16,4.08,0,4.08,2.04,0,0,2.04,0,0,0,0,0,6.12,0,2.04,2.04,2.04,0,0,20.41,0,8.16,6.12,2.04,0,4.08,0,0,0,0,0,0,0,0,0,0,0,30.61,8.16,0,0,0,0,0,2.04,4.08,2.04,8.16,6.12
Thank you! That answers my question!,1,104,6,1.92,99,99,99,3,33.33,100,50,50,33.33,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,33.33,0,0,0,0,33.33,33.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,0
"I didn't quite get the second example, when the continuous predictor was transformed into a categorical predictor. In the multivariate linear regression example we got 3 p-values, but which one is the one we'd get in ANOVA?Also, does the equation    expected DSST = 40 - 6.87*1 - 9.87*1have any interpretation?R",0,77,53,71,50,25.14,61.55,26.5,22.64,69.81,39.62,7.55,5.66,1.89,3.77,0,0,0,1.89,11.32,5.66,11.32,3.77,5.66,1.89,16.98,0,0,3.77,16.98,1.89,1.89,1.89,0,0,0,0,3.77,0,0,0,0,13.21,3.77,0,1.89,3.77,0,3.77,0,0,0,0,0,0,0,0,0,9.43,3.77,0,0,5.66,0,5.66,9.43,5.66,9.43,0,7.55,1.89,0,0,0,0,0,0,1.89,0,1.89,0,0,0,26.42,1.89,5.66,0,0,3.77,0,5.66,0,3.77,0,5.66
"Hi everyone,what a great course! My only trouble is with submitting homework. I can save homework up until the deadline, but my submit button does nothing. Does anyone else have this problem and has anyone figured out what to do?Thank you,<nameRedac_<anon_screen_name_redacted>>.",0,106,48,23.1,58.24,23.51,65.25,12,22.92,91.67,58.33,20.83,8.33,6.25,0,2.08,0,0,12.5,4.17,10.42,14.58,2.08,6.25,2.08,20.83,2.08,0,4.17,0,0,10.42,6.25,4.17,0,0,0,12.5,0,0,0,0,16.67,2.08,0,2.08,4.17,4.17,4.17,2.08,2.08,0,0,0,0,0,0,0,14.58,2.08,0,6.25,2.08,4.17,0,18.75,0,6.25,0,4.17,2.08,8.33,0,4.17,0,0,0,0,0,0,0,0,0,33.33,6.25,6.25,0,0,2.08,2.08,0,0,0,0,16.67
"Thanks, I agree this was a tricky one!",1,132,8,38.6,10.58,74.76,99,8,0,100,50,25,12.5,12.5,0,0,0,0,12.5,12.5,0,12.5,0,0,0,25,12.5,0,0,12.5,0,37.5,25,12.5,0,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,25,0,12.5,0,0,0,12.5,0,0,0,0,0
It would be nice if you had put a smiley behind the topic to indicate the irony. You almost scared me there!,1,215,22,44.96,81.84,2.4,94.75,11,4.55,86.36,68.18,18.18,13.64,4.55,0,9.09,0,0,4.55,13.64,9.09,13.64,9.09,4.55,0,18.18,9.09,0,0,0,0,13.64,9.09,4.55,4.55,0,0,9.09,0,0,0,0,13.64,0,0,9.09,9.09,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,9.09,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,4.55,0,0,0,0,4.55,0,0,0,0,0
Very true!!!,0,476,2,1.92,50,1,99,2,0,100,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,150,0,0,0,0,0
"I had that problem in IE, but now I submit through Firefox. That has worked for me. I am using Windows 8 operating system.",1,106,24,18.82,1.89,74.76,1,8,20.83,83.33,58.33,25,16.67,16.67,0,0,0,0,8.33,0,12.5,12.5,4.17,4.17,0,25,0,0,0,4.17,0,4.17,0,4.17,0,0,0,0,0,0,0,0,12.5,0,4.17,4.17,0,0,4.17,0,0,0,0,4.17,0,4.17,0,0,12.5,0,4.17,4.17,0,4.17,8.33,12.5,0,8.33,0,4.17,4.17,8.33,0,4.17,0,0,0,0,0,0,0,0,0,16.67,12.5,4.17,0,0,0,0,0,0,0,0,0
"<redacted>, yes but that would be equivalent to starting a joke with a smile ;-)  if the post was from Professor <redacted>, on the last.hour.of.final, now that would be scary, but funny.",1,215,34,85.92,18.88,47.25,98.87,34,14.71,94.12,58.82,5.88,0,0,0,0,0,0,5.88,11.76,14.71,14.71,2.94,8.82,0,17.65,11.76,2.94,0,0,0,11.76,8.82,2.94,2.94,0,0,0,0,0,0,0,14.71,0,0,8.82,2.94,0,8.82,0,0,0,0,0,0,0,0,0,2.94,0,0,2.94,0,0,2.94,8.82,0,20.59,0,2.94,14.71,2.94,2.94,0,0,0,0,2.94,0,0,2.94,0,0,44.12,11.76,11.76,0,2.94,0,0,2.94,0,0,2.94,11.76
"OK, now I watched it and I'd have to say, that had a bit of \hand waving\"" involved. I think it had a little too much. Unless you have an argument as to why you can actually ignore $alpha$ when looking for $eta$ that was over simplified. I have a hunch that if she continued with her method, and she did say you would have \""to do the same\"" for $alpha$, it would actually be solved as if those derivatives were partial derivatives. In other words, she will still need to solve the equations simultaneously as $alpha$ does not just disappear from her first equation.Here's the correct explicit routine.The sum of the squared residuals, I'm calling it $e^2(alpha , eta)$ is$e^2(alpha,eta) =  displaystyle sum_{i=1}^n ( y_i - (eta x_i + alpha))^2 = sum_{i=1}^n ( y_i - eta x_i - alpha)^2$Now, take the partial derivative with respect to $alpha$ (remember, everything is a constant, as if it is just a number, except $alpha$) to get$frac{displaystyle partial}{displaystyle partial alpha} e^2(alpha , eta) = displaystyle sum_{i=1}^n 2 (y_i - eta x_i - alpha) (-1)$$ hspace{1.4in} = displaystyle sum_{i=1}^n 2 ( alpha + eta x_i - y_i)$(we used the Chain Rule and I rearranged) and now the partial with respect to $eta$$frac{displaystyle partial}{displaystyle partial eta} e^2(alpha , eta) = displaystyle sum_{1=1}^n 2 (y_i - eta x_i - alpha) (-x_i)$$ hspace{1.4in} = displaystyle sum_{i=1}^n 2 ( alpha x_i + eta x_i^2 - y_i x_i)$Next, we set both partials equal to 0. This gives$displaystyle sum_{i=1}^n 2 ( alpha + eta x_i - y_i) = 0$$displaystyle sum_{1=1}^n 2 ( alpha x_i + eta x_i^2 - y_i x_i) = 0$Now, I'm going to divide both equations by 2 and break up the sums in each to get$displaystyle n alpha + eta sum_{i=1}^n x_i - sum_{i=1}^n y_i = 0$$displaystyle alpha sum_{1=1}^n x_i + eta sum_{1=1}^n x_i^2 - sum_{1=1}^n y_i x_i = 0$If I divide the first equation by $n$ and recall that $ar{x} = frac{displaystyle sum x_i}{displaystyle n},,$ and $,,ar{y} = frac{displaystyle sum y_i}{displaystyle n}$We get (for the first equation) that for an extreme value (in our case we want a minimum) we must have$alpha + eta ar{x} - ar{y} = 0$or, rearranging a bit$alpha = ar{y} - eta ar{x}$.That's one of our equations. Now use that equation to replace $alpha$ in the second equation, and rearrange a bunch in order to solve for $eta$, I get$eta = frac{displaystyle sum x_i , y_i - ar{y} sum x_i}{displaystyle sum x_i^2 - ar{x} sum x_i}$If """,0,51,495,63.94,25.89,28.41,32.72,70.71,13.13,55.35,39.39,16.57,13.33,10.3,1.41,0.61,1.01,0,3.23,4.44,8.28,5.05,2.83,4.04,0.2,9.49,1.62,1.21,0.4,9.9,1.62,1.21,0.81,0.4,0,0.2,0,4.44,0,0,1.01,0,6.46,1.82,1.21,2.02,1.21,0.81,2.42,5.05,4.44,0.4,0.2,0.2,0.2,0,0,0,4.85,1.41,1.21,1.21,1.01,0,1.82,7.47,0.4,6.06,0.4,2.42,2.83,0.61,0,0,0,0,0,0.2,0,0,0.2,0,0,65.66,1.82,4.85,0,0,0,0,3.84,0.81,1.01,7.68,45.66
She must have made a mistake. All of the rest of the information seems to fit the slope being .15 instead of 1.5.,1,52,23,99,50,1,1,11.5,13.04,82.61,56.52,4.35,4.35,0,0,0,4.35,0,0,17.39,17.39,13.04,4.35,0,0,21.74,0,0,0,8.7,4.35,4.35,0,4.35,0,0,0,4.35,0,0,4.35,0,30.43,8.7,4.35,8.7,4.35,8.7,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,8.7,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,8.7,0,0,0,0,0,0,0,0,0,0
"Are you asking is there a difference between these two equations when the computer calculates the coefficients?$outcome = intercept + b_1 	imes variable_1 + b_2 	imes variable_2$$outcome = intercept + b_2 	imes variable_2 + b_1 	imes variable_1$If that's the question, then the answer is no, it doesn't matter. The coefficients will be the same.",1,85,59,61.26,50,1.88,25.77,29.5,27.12,67.8,38.98,6.78,1.69,0,0,1.69,0,0,5.08,11.86,1.69,11.86,3.39,5.08,3.39,13.56,3.39,3.39,1.69,15.25,0,0,0,0,0,0,0,5.08,0,0,0,0,16.95,3.39,3.39,1.69,10.17,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,3.39,3.39,0,0,3.39,1.69,0,0,0,0,0,6.78,0,6.78,0,0,0,42.37,3.39,3.39,0,0,1.69,0,0,0,3.39,0,30.51
"Yes, if the predictor perfectly predicted the outcome, then you would have no residuals. That pretty much never happens in nature, so you still have to have the assumption that the residuals are normally distributed.[Summary of assumptions of linear regression](http://people.duke.edu/~rnau/testing.htm)",1,104,49,57.33,72.97,3.63,91.78,24.5,28.57,79.59,46.94,8.16,4.08,0,0,4.08,0,0,4.08,8.16,8.16,10.2,6.12,6.12,4.08,14.29,0,0,0,0,2.04,4.08,4.08,0,0,0,0,8.16,0,0,0,2.04,18.37,4.08,2.04,6.12,8.16,4.08,2.04,0,0,0,0,0,0,0,0,0,2.04,0,2.04,0,2.04,0,0,10.2,6.12,10.2,0,4.08,6.12,2.04,0,0,0,0,0,4.08,0,2.04,2.04,0,0,32.65,10.2,6.12,0,0,0,0,0,0,0,4.08,12.24
I do not understand the situation described. Alcohol exposure for whom. you usually consume alcohol in mL. What animated movies have to do with alcohol . Please explain,0,282,27,66.94,64.46,58.07,88.52,5.4,40.74,81.48,51.85,14.81,7.41,3.7,0,3.7,0,0,7.41,3.7,14.81,11.11,3.7,0,3.7,22.22,0,0,7.41,0,0,3.7,3.7,0,0,0,0,11.11,0,0,0,0,14.81,7.41,0,0,3.7,0,3.7,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,18.52,0,7.41,0,3.7,3.7,0,14.81,0,0,0,0,0,0,0,0,0,0,14.81,14.81,0,0,0,0,0,0,0,0,0,0
"In slide 130 of this module (Calculating \age-adjusted means\"" for vitamin D groups) the third point should be \""The expected DSST for a vitamin D ***sufficient*** person\"", incorrectly written as deficient in the ppt slides, but correct in the video lectures.""",0,75,42,99,50,37.24,25.77,42,26.19,76.19,38.1,2.38,0,0,0,0,0,0,2.38,11.9,16.67,4.76,0,4.76,0,14.29,2.38,2.38,0,4.76,2.38,0,0,0,0,0,0,4.76,0,0,0,0,14.29,2.38,0,4.76,0,2.38,4.76,2.38,2.38,0,0,4.76,0,4.76,0,0,4.76,2.38,0,2.38,0,0,2.38,9.52,2.38,16.67,4.76,9.52,2.38,4.76,2.38,0,0,0,0,0,0,0,0,0,0,47.62,2.38,4.76,0,0,0,0,2.38,9.52,0,4.76,23.81
I agree with your interpretation.  I too understood it to mean the amount of time in the film in which they show alcoholic drinks (in seconds) vs the year of the film release.,1,282,33,99,50,99,80.64,16.5,15.15,96.97,57.58,18.18,12.12,6.06,0,3.03,0,3.03,6.06,12.12,24.24,0,3.03,0,0,6.06,3.03,0,3.03,0,3.03,3.03,3.03,0,0,0,0,6.06,0,0,0,0,12.12,9.09,0,0,0,0,3.03,3.03,3.03,0,0,6.06,0,3.03,0,6.06,0,0,0,0,0,0,3.03,3.03,0,18.18,0,9.09,9.09,0,12.12,0,0,0,0,3.03,0,0,3.03,0,0,12.12,6.06,0,0,0,0,0,0,0,0,6.06,0
"When is the next version of this course planned?I have little <nameRedac_<anon_screen_name_redacted>>ior knowledge in statistics and due to time contraints and the speed of the accumulation of new concepts (and trying to bring it all together) since unit 6, I started to have <nameRedac_<anon_screen_name_redacted>>oblems with completing the homework. I'm trying to work through all the materials and I am also taking another (slower-pasted) biostatistics course on Coursera so that I will be ready to complete with statement of accomplishment during the next iteration of this course. Because this is one of those subjects, which I feel is worthless to know little about, only knowing it well, makes it worth knowing at all. Another poor statistican is not what we need in this world.I suggest extending the length of this course slightly and adding more real life <nameRedac_<anon_screen_name_redacted>>oblems for <nameRedac_<anon_screen_name_redacted>>acticing the knowledge learned in each module (extra R exercises would rock too). I want a lot of <nameRedac_<anon_screen_name_redacted>>actice, but over a longer period of time.Thank you for making this course available for free!",0,282,201,84.12,48.01,49.3,43.94,40.2,22.39,81.59,44.28,12.44,4.98,3.98,0.5,0.5,0,0,7.46,4.98,14.93,5.47,3.48,4.98,0.5,12.94,4.98,1.49,1.49,1,4.98,2.99,1.99,1,0,0,0.5,4.48,0,0,0,0,12.44,3.98,1.99,1.49,1.49,1.99,1.49,2.99,2.49,0,0.5,1,0,1,0,0,6.47,1,2.49,1.49,1.49,0,1,8.46,0.5,12.94,1,5.97,6.47,4.98,1,0.5,1.49,0,0,1,0,0.5,0,0.5,0,30.35,2.99,2.49,0,0,0.5,0.5,0.5,0,0.5,2.99,19.9
I think it's null hypothesis which the difference is 0,1,63,10,8.69,2.31,93.3,25.77,10,20,80,50,30,10,10,0,0,0,0,20,10,0,20,0,0,0,30,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0
THe numbers changed for feelings about healthcare from a beta of around 0.3 in the previous list to 0.14 here. The p-value also changed. I didn't check the other numbers but I'm sure they probably changed too (if it's internally consistent).,1,64,42,68.29,7.67,95.13,95.81,14,26.19,76.19,57.14,11.9,7.14,4.76,0,0,0,2.38,4.76,11.9,16.67,7.14,14.29,7.14,2.38,14.29,0,0,0,4.76,0,4.76,4.76,0,0,0,0,2.38,0,0,0,0,23.81,2.38,7.14,2.38,4.76,2.38,9.52,2.38,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,11.9,4.76,0,16.67,7.14,7.14,2.38,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,0,0,0,0,2.38,0,7.14,4.76,0
I just saw after in the video that the number changed because of adjusting for the other variables. Sorry!,1,64,19,98.71,5.73,96.09,1,9.5,21.05,94.74,63.16,15.79,5.26,5.26,0,0,0,0,10.53,15.79,21.05,0,5.26,5.26,0,10.53,10.53,5.26,0,0,0,5.26,0,5.26,0,0,5.26,0,0,0,0,0,26.32,0,10.53,0,5.26,0,10.53,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,15.79,5.26,5.26,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,0,0,0,5.26,0,0,0,0,0
"I will try to find this information on the web, but, how big is say, a 0.3 point increase, in score for the DSST test? What is the total possible? If the test has maybe 100 points total then 0.3 increase is quite different than if the total is 10. It seems as if without that information it is hard to interpret the effect. Why not do all of the tests as percentage change?",0,73,74,73.49,8.84,84.25,25.77,14.8,12.16,90.54,55.41,8.11,1.35,1.35,0,0,0,0,6.76,10.81,13.51,10.81,4.05,10.81,2.7,16.22,8.11,5.41,4.05,5.41,6.76,0,0,0,0,0,0,1.35,0,0,0,0,33.78,8.11,5.41,4.05,10.81,5.41,10.81,2.7,0,1.35,1.35,0,0,0,0,0,4.05,0,1.35,1.35,1.35,0,0,14.86,2.7,10.81,4.05,5.41,1.35,4.05,0,0,0,0,0,0,0,0,0,0,0,12.16,2.7,5.41,0,0,4.05,0,0,0,0,0,0
consider the overall changes in the beta score between the not adjusted to their adjusted pairs,1,315,16,99,3.05,99,25.77,16,37.5,87.5,50,6.25,6.25,0,0,0,0,6.25,0,18.75,18.75,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,37.5,6.25,6.25,0,6.25,0,18.75,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,6.25,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You could use McNemar's test to answer the question of whether the two screening tests agree with each other. They wouldn't be compared to the gold standard here, however.",1,65,29,69.54,50,3.81,85.87,14.5,27.59,86.21,55.17,10.34,6.9,0,0,3.45,0,3.45,3.45,10.34,13.79,10.34,6.9,6.9,3.45,13.79,3.45,3.45,3.45,3.45,3.45,3.45,3.45,0,0,0,0,10.34,0,0,0,0,27.59,6.9,3.45,6.9,3.45,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,6.9,0,0,0,0,0,3.45,0,0,3.45,0,0,17.24,6.9,3.45,0,0,0,0,0,0,6.9,0,0
"You have to know that women were coded as O and men as 1. So when there is an interaction term in the model between treatment and gender, the beta for treatment represents only the effect for women. To get the effect for men, you have to add the beta for treatment + the beta for interaction. This is just saying that the effect differs significantly in men than women.",1,114,69,94.5,94.44,13.9,25.77,17.25,13.04,82.61,56.52,7.25,2.9,0,0,2.9,0,0,4.35,11.59,20.29,7.25,7.25,8.7,0,13.04,4.35,4.35,1.45,1.45,1.45,0,0,0,0,0,0,15.94,0,0,4.35,4.35,8.7,5.8,4.35,0,0,0,2.9,1.45,0,1.45,0,0,0,0,0,0,5.8,2.9,0,0,2.9,0,1.45,11.59,0,5.8,0,2.9,2.9,0,0,0,0,0,0,1.45,0,1.45,0,0,0,10.14,5.8,2.9,0,0,0,0,0,0,0,0,1.45
"Sure, missing data can make the normality assumption more important because of the reduced sample size. But I'd first be most worried about figuring out why there is so much missing data!",1,60,32,47.36,26.6,35.37,1.42,16,28.12,84.38,43.75,3.12,3.12,3.12,0,0,0,0,0,6.25,9.38,12.5,12.5,9.38,0,18.75,9.38,6.25,3.12,3.12,12.5,15.62,6.25,9.38,3.12,0,6.25,0,0,0,0,0,25,6.25,9.38,0,6.25,3.12,3.12,0,0,0,0,0,0,0,0,0,6.25,0,3.12,3.12,0,0,0,12.5,0,6.25,0,3.12,3.12,0,0,0,0,0,0,0,0,0,0,0,0,12.5,3.12,3.12,0,0,0,3.12,0,0,3.12,0,0
"The final exam will be posted 8/5 to 8/16. There should be a formal announcement posted on this now, and look for an email shortly!",1,164,27,75.9,77.05,4.97,25.77,13.5,7.41,81.48,55.56,3.7,0,0,0,0,0,0,3.7,11.11,11.11,14.81,11.11,3.7,0,25.93,3.7,0,0,14.81,0,0,0,0,0,0,0,7.41,0,0,0,0,3.7,0,0,3.7,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,14.81,3.7,14.81,0,7.41,7.41,3.7,0,0,0,0,0,0,0,0,0,0,0,18.52,3.7,3.7,0,0,0,3.7,0,0,0,0,7.41
"no, order will not affect the math",1,85,7,29.3,1,89.63,25.77,7,0,100,57.14,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0
The amount of time that they show alcholic drinks!,1,282,9,93.26,86.68,4.97,25.77,9,11.11,88.89,44.44,22.22,11.11,0,0,0,0,11.11,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0
"Recall the null hypothesis, where each beta coefficient is equal to zero vs alternative where it is not.  The null hypothesis for ML is that all beta coefficients are simultaneously equal to zero, alike ANOVA, but instead of means we use coefficients.",1,265,42,74.1,17.04,68.01,25.77,21,19.05,78.57,45.24,7.14,2.38,0,2.38,0,0,0,4.76,4.76,11.9,9.52,7.14,2.38,2.38,14.29,7.14,7.14,4.76,4.76,9.52,0,0,0,0,0,0,2.38,0,0,0,0,26.19,4.76,2.38,0,4.76,2.38,11.9,0,0,0,0,0,0,0,0,0,2.38,2.38,0,0,0,0,0,14.29,0,7.14,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0,11.9,4.76,7.14,0,0,0,0,0,0,0,0,0
